
	EPOCHWISE SOLUTIONS FOR THE TRADITIONAL INTEGRATION STRATEGY.
	Initial Estimate of Receiver Position : 
	X (m):        841693.698     
	Y (m):        -4530895.777   
	Z (m):        4394926.382    
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
	|| Loose GNSS-IMU Integration ||
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
EPOCH       X(m)           Y(m)           Z(m)           Vx(m/s)        Vy(m/s)        Vz(m/s)        Tx(deg)        Ty(deg)        Tz(deg)        
72607.779   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.030         8.741          
72607.789   841693.679     -4530895.793   4394926.394    0.001          -0.011         -0.006         -0.004         -0.030         8.740          
72607.799   841693.679     -4530895.794   4394926.394    0.002          -0.011         -0.006         -0.003         -0.030         8.738          
72607.810   841693.679     -4530895.794   4394926.394    0.003          -0.010         -0.006         -0.003         -0.030         8.739          
72607.823   841693.679     -4530895.794   4394926.394    0.003          -0.010         -0.007         -0.003         -0.031         8.740          
72607.829   841693.679     -4530895.794   4394926.394    0.003          -0.011         -0.007         -0.004         -0.029         8.740          
72607.839   841693.679     -4530895.794   4394926.394    0.003          -0.011         -0.006         -0.005         -0.029         8.738          
72607.849   841693.679     -4530895.794   4394926.393    0.003          -0.010         -0.007         -0.005         -0.030         8.738          
72607.859   841693.679     -4530895.794   4394926.393    0.004          -0.010         -0.006         -0.004         -0.028         8.739          
72607.869   841693.679     -4530895.794   4394926.393    0.004          -0.010         -0.006         -0.003         -0.027         8.738          
72607.879   841693.679     -4530895.794   4394926.393    0.004          -0.010         -0.006         -0.002         -0.029         8.739          
72607.889   841693.679     -4530895.794   4394926.393    0.004          -0.010         -0.007         -0.003         -0.030         8.739          
72607.899   841693.679     -4530895.795   4394926.393    0.003          -0.010         -0.007         -0.003         -0.029         8.739          
72607.910   841693.679     -4530895.795   4394926.393    0.003          -0.010         -0.006         -0.003         -0.028         8.740          
72607.923   841693.679     -4530895.795   4394926.393    0.003          -0.010         -0.006         -0.003         -0.028         8.741          
72607.929   841693.679     -4530895.795   4394926.393    0.003          -0.010         -0.006         -0.002         -0.028         8.741          
72607.939   841693.679     -4530895.795   4394926.393    0.002          -0.010         -0.006         -0.002         -0.029         8.740          
72607.949   841693.679     -4530895.795   4394926.393    0.002          -0.011         -0.006         -0.002         -0.029         8.740          
72607.959   841693.679     -4530895.795   4394926.393    0.002          -0.011         -0.006         -0.001         -0.029         8.740          
72607.969   841693.679     -4530895.795   4394926.393    0.001          -0.012         -0.006         -0.001         -0.028         8.739          
72607.979   841693.680     -4530895.795   4394926.393    0.002          -0.012         -0.006         -0.001         -0.026         8.738          
72607.989   841693.680     -4530895.796   4394926.393    0.002          -0.012         -0.006         -0.001         -0.025         8.738          
72607.999   841693.680     -4530895.796   4394926.393    0.002          -0.013         -0.006         -0.002         -0.024         8.737          
72608.000   841693.680     -4530895.796   4394926.393    0.002          -0.013         -0.006         -0.002         -0.024         8.737          
72608.010   841693.674     -4530895.784   4394926.394    0.001          -0.000         -0.012         -0.002         -0.024         8.737          
72608.023   841693.674     -4530895.784   4394926.394    0.001          -0.000         -0.012         -0.003         -0.025         8.737          
72608.029   841693.674     -4530895.784   4394926.394    0.001          -0.000         -0.013         -0.003         -0.025         8.737          
72608.039   841693.674     -4530895.784   4394926.394    0.001          -0.001         -0.013         -0.003         -0.025         8.737          
72608.049   841693.674     -4530895.784   4394926.394    0.002          -0.001         -0.013         -0.003         -0.027         8.736          
72608.059   841693.674     -4530895.784   4394926.393    0.001          -0.000         -0.013         -0.003         -0.027         8.738          
72608.069   841693.674     -4530895.784   4394926.393    0.001          -0.000         -0.014         -0.003         -0.027         8.737          
72608.079   841693.674     -4530895.784   4394926.393    0.000          0.000          -0.013         -0.002         -0.027         8.736          
72608.089   841693.674     -4530895.784   4394926.393    -0.000         0.000          -0.013         -0.002         -0.027         8.735          
72608.099   841693.674     -4530895.784   4394926.393    -0.000         0.001          -0.013         -0.003         -0.028         8.735          
72608.110   841693.674     -4530895.784   4394926.393    0.000          0.002          -0.014         -0.003         -0.028         8.735          
72608.123   841693.674     -4530895.784   4394926.393    0.000          0.001          -0.014         -0.003         -0.028         8.735          
72608.129   841693.674     -4530895.784   4394926.393    0.000          0.001          -0.014         -0.003         -0.028         8.734          
72608.139   841693.674     -4530895.784   4394926.392    0.000          0.001          -0.013         -0.003         -0.028         8.735          
72608.149   841693.674     -4530895.784   4394926.392    0.000          0.002          -0.013         -0.002         -0.030         8.736          
72608.159   841693.674     -4530895.784   4394926.392    0.001          0.001          -0.013         -0.002         -0.031         8.735          
72608.169   841693.674     -4530895.784   4394926.392    0.001          0.001          -0.013         -0.003         -0.030         8.735          
72608.179   841693.675     -4530895.784   4394926.392    0.001          0.001          -0.013         -0.004         -0.030         8.735          
72608.189   841693.675     -4530895.784   4394926.392    0.002          0.001          -0.013         -0.003         -0.031         8.735          
72608.199   841693.675     -4530895.784   4394926.392    0.002          0.000          -0.012         -0.004         -0.032         8.735          
72608.210   841693.675     -4530895.784   4394926.391    0.002          0.000          -0.012         -0.005         -0.033         8.735          
72608.223   841693.675     -4530895.784   4394926.391    0.003          0.001          -0.013         -0.005         -0.033         8.736          
72608.229   841693.675     -4530895.784   4394926.391    0.003          0.001          -0.012         -0.005         -0.033         8.737          
72608.239   841693.675     -4530895.784   4394926.391    0.003          -0.000         -0.012         -0.005         -0.033         8.736          
72608.249   841693.675     -4530895.784   4394926.391    0.004          -0.001         -0.013         -0.005         -0.034         8.737          
72608.259   841693.675     -4530895.784   4394926.391    0.003          -0.001         -0.013         -0.004         -0.033         8.738          
72608.269   841693.675     -4530895.784   4394926.391    0.003          -0.002         -0.012         -0.004         -0.033         8.738          
72608.279   841693.675     -4530895.784   4394926.391    0.004          -0.002         -0.012         -0.004         -0.032         8.738          
72608.289   841693.675     -4530895.784   4394926.390    0.004          -0.002         -0.013         -0.003         -0.032         8.738          
72608.299   841693.675     -4530895.784   4394926.390    0.004          -0.002         -0.013         -0.004         -0.033         8.740          
72608.310   841693.675     -4530895.784   4394926.390    0.004          -0.003         -0.013         -0.005         -0.032         8.740          
72608.323   841693.675     -4530895.784   4394926.390    0.004          -0.003         -0.014         -0.004         -0.030         8.738          
72608.329   841693.675     -4530895.784   4394926.390    0.004          -0.004         -0.013         -0.004         -0.032         8.737          
72608.339   841693.675     -4530895.784   4394926.390    0.004          -0.004         -0.014         -0.005         -0.033         8.736          
72608.349   841693.675     -4530895.784   4394926.390    0.004          -0.003         -0.014         -0.004         -0.032         8.738          
72608.359   841693.675     -4530895.784   4394926.390    0.004          -0.004         -0.014         -0.005         -0.033         8.738          
72608.369   841693.675     -4530895.784   4394926.389    0.003          -0.004         -0.015         -0.007         -0.033         8.737          
72608.379   841693.675     -4530895.784   4394926.389    0.003          -0.004         -0.015         -0.006         -0.034         8.738          
72608.389   841693.675     -4530895.784   4394926.389    0.003          -0.003         -0.015         -0.006         -0.034         8.738          
72608.399   841693.675     -4530895.784   4394926.389    0.002          -0.003         -0.015         -0.007         -0.036         8.736          
72608.410   841693.675     -4530895.784   4394926.389    0.002          -0.003         -0.015         -0.007         -0.036         8.734          
72608.423   841693.675     -4530895.785   4394926.389    0.001          -0.003         -0.015         -0.005         -0.035         8.733          
72608.429   841693.675     -4530895.785   4394926.388    0.001          -0.003         -0.015         -0.005         -0.035         8.734          
72608.439   841693.675     -4530895.785   4394926.388    -0.000         -0.003         -0.015         -0.004         -0.035         8.735          
72608.449   841693.675     -4530895.785   4394926.388    -0.001         -0.003         -0.014         -0.003         -0.034         8.735          
72608.459   841693.675     -4530895.785   4394926.388    -0.001         -0.004         -0.014         -0.003         -0.034         8.734          
72608.469   841693.675     -4530895.785   4394926.388    -0.001         -0.004         -0.014         -0.003         -0.034         8.734          
72608.479   841693.675     -4530895.785   4394926.388    -0.000         -0.004         -0.014         -0.004         -0.035         8.735          
72608.489   841693.675     -4530895.785   4394926.388    -0.000         -0.004         -0.014         -0.004         -0.035         8.736          
72608.499   841693.675     -4530895.785   4394926.388    0.000          -0.004         -0.013         -0.001         -0.035         8.738          
72608.510   841693.675     -4530895.785   4394926.387    0.001          -0.005         -0.013         0.000          -0.032         8.739          
72608.523   841693.675     -4530895.785   4394926.387    0.001          -0.005         -0.013         -0.001         -0.031         8.739          
72608.529   841693.675     -4530895.785   4394926.387    0.002          -0.005         -0.013         -0.001         -0.031         8.740          
72608.539   841693.675     -4530895.785   4394926.387    0.003          -0.005         -0.013         0.001          -0.030         8.740          
72608.549   841693.675     -4530895.785   4394926.387    0.003          -0.006         -0.013         -0.000         -0.031         8.738          
72608.559   841693.675     -4530895.785   4394926.387    0.004          -0.006         -0.013         -0.000         -0.032         8.737          
72608.569   841693.675     -4530895.785   4394926.387    0.004          -0.006         -0.014         0.000          -0.031         8.738          
72608.579   841693.675     -4530895.785   4394926.386    0.005          -0.006         -0.014         -0.001         -0.031         8.738          
72608.589   841693.675     -4530895.785   4394926.386    0.005          -0.007         -0.014         -0.001         -0.030         8.737          
72608.599   841693.676     -4530895.785   4394926.386    0.006          -0.007         -0.014         -0.003         -0.029         8.738          
72608.610   841693.676     -4530895.785   4394926.386    0.006          -0.007         -0.015         -0.004         -0.029         8.738          
72608.623   841693.676     -4530895.786   4394926.386    0.005          -0.007         -0.015         -0.002         -0.029         8.737          
72608.629   841693.676     -4530895.786   4394926.386    0.005          -0.007         -0.015         -0.002         -0.029         8.738          
72608.639   841693.676     -4530895.786   4394926.386    0.006          -0.007         -0.015         0.001          -0.029         8.739          
72608.649   841693.676     -4530895.786   4394926.385    0.006          -0.008         -0.016         0.002          -0.030         8.739          
72608.659   841693.676     -4530895.786   4394926.385    0.006          -0.008         -0.016         0.000          -0.031         8.737          
72608.669   841693.676     -4530895.786   4394926.385    0.006          -0.008         -0.016         0.000          -0.031         8.737          
72608.679   841693.676     -4530895.786   4394926.385    0.007          -0.008         -0.016         -0.001         -0.031         8.737          
72608.689   841693.676     -4530895.786   4394926.385    0.007          -0.008         -0.016         -0.003         -0.031         8.737          
72608.699   841693.676     -4530895.786   4394926.385    0.007          -0.008         -0.017         -0.004         -0.030         8.737          
72608.710   841693.676     -4530895.786   4394926.384    0.007          -0.009         -0.017         -0.004         -0.031         8.737          
72608.723   841693.676     -4530895.786   4394926.384    0.007          -0.010         -0.016         -0.004         -0.033         8.738          
72608.729   841693.676     -4530895.786   4394926.384    0.007          -0.010         -0.016         -0.004         -0.033         8.737          
72608.739   841693.676     -4530895.786   4394926.384    0.006          -0.010         -0.016         -0.007         -0.034         8.736          
72608.749   841693.676     -4530895.787   4394926.384    0.006          -0.010         -0.016         -0.008         -0.033         8.736          
72608.759   841693.677     -4530895.787   4394926.384    0.006          -0.011         -0.016         -0.008         -0.033         8.737          
72608.769   841693.677     -4530895.787   4394926.383    0.006          -0.011         -0.016         -0.008         -0.034         8.735          
72608.779   841693.677     -4530895.787   4394926.383    0.005          -0.011         -0.016         -0.008         -0.035         8.734          
72608.789   841693.677     -4530895.787   4394926.383    0.004          -0.011         -0.016         -0.008         -0.034         8.736          
72608.799   841693.677     -4530895.787   4394926.383    0.004          -0.011         -0.015         -0.007         -0.033         8.737          
72608.810   841693.677     -4530895.787   4394926.383    0.004          -0.011         -0.015         -0.006         -0.032         8.737          
72608.823   841693.677     -4530895.787   4394926.383    0.004          -0.011         -0.016         -0.007         -0.029         8.737          
72608.829   841693.677     -4530895.787   4394926.383    0.004          -0.011         -0.016         -0.007         -0.030         8.737          
72608.839   841693.677     -4530895.788   4394926.382    0.003          -0.011         -0.015         -0.007         -0.030         8.737          
72608.849   841693.677     -4530895.788   4394926.382    0.003          -0.011         -0.015         -0.007         -0.029         8.738          
72608.859   841693.677     -4530895.788   4394926.382    0.003          -0.011         -0.015         -0.010         -0.029         8.738          
72608.869   841693.677     -4530895.788   4394926.382    0.003          -0.010         -0.015         -0.009         -0.030         8.737          
72608.879   841693.677     -4530895.788   4394926.382    0.003          -0.010         -0.015         -0.008         -0.031         8.737          
72608.889   841693.677     -4530895.788   4394926.382    0.002          -0.011         -0.016         -0.008         -0.028         8.738          
72608.899   841693.677     -4530895.788   4394926.381    0.002          -0.011         -0.016         -0.007         -0.028         8.737          
72608.910   841693.677     -4530895.788   4394926.381    0.002          -0.011         -0.016         -0.008         -0.028         8.735          
72608.923   841693.677     -4530895.788   4394926.381    0.002          -0.011         -0.016         -0.009         -0.029         8.735          
72608.929   841693.677     -4530895.788   4394926.381    0.002          -0.011         -0.016         -0.010         -0.030         8.736          
72608.939   841693.677     -4530895.789   4394926.381    0.002          -0.011         -0.016         -0.008         -0.029         8.737          
72608.949   841693.677     -4530895.789   4394926.381    0.002          -0.012         -0.016         -0.008         -0.027         8.735          
72608.959   841693.677     -4530895.789   4394926.381    0.002          -0.012         -0.016         -0.007         -0.026         8.735          
72608.969   841693.677     -4530895.789   4394926.380    0.002          -0.012         -0.016         -0.007         -0.025         8.736          
72608.979   841693.677     -4530895.789   4394926.380    0.003          -0.013         -0.016         -0.006         -0.023         8.736          
72608.989   841693.677     -4530895.789   4394926.380    0.003          -0.013         -0.017         -0.004         -0.024         8.736          
72608.999   841693.677     -4530895.789   4394926.380    0.004          -0.014         -0.017         -0.004         -0.024         8.736          
72609.000   841693.677     -4530895.789   4394926.380    0.004          -0.014         -0.017         -0.003         -0.024         8.737          
